"Football: Suarez sinks Arsenal in Griezmann's Camp Nou debut","Sport-articles-txt/articles1txt","05 Aug 2019 04:36AM","Luis Suarez,Barcelona,Arsenal,Joan Gamper Trophy,Sport"
"Football: Inter Milan boss Conte hopes to tie up deal for Lukaku","Sport-articles-txt/articles2txt","05 Aug 2019 04:05AM","Inter Milan,Romelu Lukaku,Antonio Conte,Manchester United,Sport"
"Tennis: Nadal 'ready to play' despite absences of Djokovic, Federer","Sport-articles-txt/articles3txt","05 Aug 2019 04:03AM","Montreal Masters,Rafael Nadal,Novak Djokovic,Roger Federer,absentees,Sport"
"Tennis: Kyrgios edges Medvedev to win ATP Washington Open title","Sport-articles-txt/articles4txt","05 Aug 2019 03:56AM","WTA Washington Open,Nick Kyrgios,Jessica Pegula,Camila Giorgi,Sport"
"Pegula breezes past Giorgi for first WTA title","Sport-articles-txt/articles5txt","05 Aug 2019 03:56AM","maiden,sports,WTA,Jessica Pegula,Italy,Camila Giorgi,Sport"
"Germany's 'Mo Auba' claims US$250,000 FIFA eWorld Cup jackpot","Sport-articles-txt/articles6txt","05 Aug 2019 03:35AM","Aldossary,sports,Harkous,'Mo,Mo Auba,Germany,Sport"
"Cricket: Sharma stars as India beat Windies in rain-hit Florida T20","Sport-articles-txt/articles7txt","05 Aug 2019 03:09AM","Rohit Sharma,West Indies,India,T20 international,Sport"
"'Smiling Cinderella' Shibuno claims stunning Women's British Open triumph","Sport-articles-txt/articles8txt","05 Aug 2019 02:36AM","sports,Japan,Milton Keynes,Shibuno,LPGA,Cinderella,Sport"
"Football: Alli to miss start of Premier League season with injury","Sport-articles-txt/articles9txt","05 Aug 2019 02:14AM","Tottenham,Premier League,Mauricio Pochettino,Dele Alli,hamstring injury,Sport"
"Alli blow for Tottenham as he misses Inter defeat","Sport-articles-txt/articles10txt","05 Aug 2019 02:06AM","penalty shootout,sports,Inter,Alli,Premier League,Tottenham,Sport"
"Reed takes Northern Trust lead, Johnson struggles","Sport-articles-txt/articles11txt","11 Aug 2019 06:25AM","Patrick Reed,deft,sports,Dustin Johnson,Northern Trust,New Jersey,Sport"
"Cat back on the prowl for more Olympic gold","Sport-articles-txt/articles12txt","11 Aug 2019 06:25AM","softball,U.S.,sports,United States,Japan,Cat Osterman,Sport"
"Tennis: Canadian teenager Andreescu reaches Toronto final","Sport-articles-txt/articles13txt","11 Aug 2019 04:50AM","sports,Bianca Andreescu,tennis,Sofia Kenin,Toronto,Sport"
"Golf: DeChambeau's slow play frustrates US PGA rivals","Sport-articles-txt/articles14txt","11 Aug 2019 04:27AM","sports,DeChambeau,golf,Brooks Koepka,PGA,Sport"
"Tennis: Djokovic, Federer back and Murray returns in Cincinnati","Sport-articles-txt/articles15txt","11 Aug 2019 04:02AM","CRO,Andy Murray,USA,sports,Djokovic,JPN,Sport"
"Football: Bundesliga clubs Mainz, Augsburg suffer shock German Cup defeats","Sport-articles-txt/articles16txt","11 Aug 2019 04:00AM","Augsburg,sports,Mainz,bundesliga,Sport"
"Football: Five-star City make statement, Kane seals late Spurs win","Sport-articles-txt/articles17txt","11 Aug 2019 03:55AM","sports,Raheem Sterling,emphatic,Premier League,City,Harry Kane,Sport"
"Football: Kane scores late double to give Spurs win over Villa","Sport-articles-txt/articles18txt","11 Aug 2019 02:51AM","sports,Aston Villa,Tom Heaton,Premier League,Tottenham,Spurs,Sport"
"Football: Felix at the double as Atletico down Juventus","Sport-articles-txt/articles19txt","11 Aug 2019 02:25AM","Juventus,sports,Atletico,Arena,Joao Felix,football,Sport"
"Football: Reims stun Marseille to hand Villas-Boas losing start","Sport-articles-txt/articles20txt","11 Aug 2019 01:55AM","Andre Villas-Boas,sports,Suk Hyun-jun,Marseille,Dia,Reims,Sport"
"Football: City convincing in VAR-packed rout of West Ham","Sport-articles-txt/articles21txt","10 Aug 2019 09:56PM","Sterling,sports,5-0,West Ham,City,Sport"
"Jesus first player to have goal ruled out by VAR in Premier League","Sport-articles-txt/articles22txt","10 Aug 2019 09:46PM","Gabriel Jesus,sports,Ham,Premier League,Video Assistant,Sport"
"Neymar to miss season opener for Paris St Germain - club source","Sport-articles-txt/articles23txt","10 Aug 2019 08:06PM","soccer,Paris St Germain,sports,Neymar,Sport"
"Australia stun 14-man All Blacks 47-26 in Perth","Sport-articles-txt/articles24txt","10 Aug 2019 07:50PM","New Zealand,sports,Perth,All Blacks,Australia,Sport"
"All Blacks lock Barrett sent off in test against Australia","Sport-articles-txt/articles25txt","10 Aug 2019 07:00PM","sent off,sports,Scott Barrett,Perth,All Blacks,Australia,Sport"
"Australia's Starc enjoying pace jostle and team success","Sport-articles-txt/articles26txt","10 Aug 2019 07:00PM","Mitchell Starc,sports,England,Australia,Josh Hazlewood,Ashes series,Sport"
